game_id	game_date	game_serie_id	game_number	game_id_team_home	game_id_team_away	game_name_team_home	game_name_team_away	game_name_pitcher_home	game_name_pitcher_away	game_pitcher_home_ERA	game_pitcher_away_ERA
172	2017-09-05 22:10:00.000	1	20	20	20	Arizona Diamondbacks	Los Angeles Dodgers	Z. Greinke (R)	A. Wood (L)	4.28000020980835	2.76999998092651
173	2017-09-05 22:10:00.000	1	20	20	20	St. Louis Cardinals	San Diego Padres	M. Wacha (R)	D. Lamet (R)	5.57000017166138	3.98000001907349
174	2017-09-06 12:35:00.000	1	20	20	20	Milwaukee Brewers	Cincinnati Reds	J. Nelson (R)	L. Castillo (R)	4.30000019073486	4.5
175	2017-09-06 13:10:00.000	1	20	20	20	Minnesota Twins	Tampa Bay Rays	D. Gee (R)	B. Snell (L)	4.5	3.64000010490417
176	2017-09-06 15:35:00.000	1	20	20	20	Los Angeles Angels	Oakland Athletics	T. Skaggs (L)	D. Gossett (R)	2.50999999046326	5.6399998664856
177	2017-09-06 19:05:00.000	1	20	20	20	New York Yankees	Baltimore Orioles	M. Tanaka (R)	J. Hellickson (R)	5.61999988555908	5.40000009536743
178	2017-09-06 19:05:00.000	1	20	20	20	Chicago Cubs	Pittsburgh Pirates	J. Lackey (R)	G. Cole (R)	5.25	4.23999977111816
179	2017-09-06 19:10:00.000	1	20	20	20	Toronto Blue Jays	Boston Red Sox	N. Tepesch (R)	D. Fister (R)	4.90999984741211	5.17000007629395
180	2017-09-06 19:10:00.000	1	20	20	20	Kansas City Royals	Detroit Tigers	J. Hammel (R)	M. Boyd (L)	4.86999988555908	6.40000009536743
181	2017-09-06 19:10:00.000	1	20	20	20	Philadelphia Phillies	New York Mets	A. Nola (R)	R. Gsellman (R)	3.79999995231628	4.57999992370605
182	2017-09-06 19:10:00.000	1	20	20	20	Washington Nationals	Miami Marlins	T. Roark (R)	O. Despaigne (R)	4.09999990463257	0
183	2017-09-06 19:35:00.000	1	20	20	20	Texas Rangers	Atlanta Braves	C. Hamels (L)	M. Foltynewicz (R)	3.80999994277954	4.07999992370605
184	2017-09-06 20:10:00.000	1	20	20	20	Cleveland Indians	Chicago White Sox	C. Carrasco (R)	C. Rodon (L)	3.00999999046326	3.02999997138977
185	2017-09-06 20:40:00.000	1	20	20	20	San Francisco Giants	Colorado Rockies	C. Stratton (R)	K. Freeland (L)	2.75999999046326	3.29999995231628
186	2017-09-06 22:10:00.000	1	20	20	20	Houston Astros	Seattle Mariners	B. Peacock (R)	Y. Gallardo (R)	3.09999990463257	6.3899998664856
187	2017-09-06 22:10:00.000	1	20	20	20	Arizona Diamondbacks	Los Angeles Dodgers	T. Walker (R)	Y. Darvish (R)	3.02999997138977	4.5
188	2017-09-06 22:10:00.000	1	20	20	20	St. Louis Cardinals	San Diego Padres	M. Leake (R)	C. Richard (L)	5.05000019073486	4.96000003814697
189	2017-09-07 19:05:00.000	1	20	20	20	Philadelphia Phillies	Washington Nationals	N. Pivetta (R)	E. Jackson (R)	7.61999988555908	2.5
190	2017-09-07 19:05:00.000	1	20	20	20	Chicago Cubs	Pittsburgh Pirates	J. Lester (L)	J. Taillon (R)	4.26999998092651	5.42999982833862
191	2017-09-07 19:10:00.000	1	20	20	20	Cincinnati Reds	New York Mets	H. Bailey (R)	S. Lugo (R)	5.84000015258789	3.50999999046326
192	2017-09-07 19:35:00.000	1	20	20	20	Miami Marlins	Atlanta Braves	D. Straily (R)	L. Sims (R)	4.61999988555908	3.5
193	2017-09-07 20:10:00.000	1	20	20	20	Cleveland Indians	Chicago White Sox	C. Kluber (R)	L. Giolito (R)	3.50999999046326	6
194	2017-09-07 20:15:00.000	1	20	20	20	Minnesota Twins	Kansas City Royals	K. Gibson (R)	D. Duffy (L)	4.82999992370605	3.11999988555908
195	2017-09-07 21:10:00.000	1	20	20	20	St. Louis Cardinals	San Diego Padres	L. Lynn (R)	J. Chacin (R)	3.40000009536743	1.86000001430511
196	2017-09-07 22:10:00.000	1	20	20	20	Colorado Rockies	Los Angeles Dodgers	J. Gray (R)	R. Hill (L)	5.71999979019165	3.17000007629395
197	2017-09-08 14:20:00.000	1	20	20	20	Milwaukee Brewers	Chicago Cubs	M. Garza (R)	J. Arrieta (R)	5.8899998664856	3.23000001907349
198	2017-09-08 19:05:00.000	1	20	20	20	Philadelphia Phillies	Washington Nationals	M. Leiter Jr. (R)	S. Strasburg (R)	6.03000020980835	4.13000011444092
199	2017-09-08 19:07:00.000	1	20	20	20	Detroit Tigers	Toronto Blue Jays	J. Zimmermann (R)	M. Stroman (R)	5.75	2.63000011444092
200	2017-09-08 19:10:00.000	1	20	20	20	Tampa Bay Rays	Boston Red Sox	C. Archer (R)	D. Pomeranz (L)	4.26000022888184	3.25999999046326
201	2017-09-08 19:10:00.000	1	20	20	20	Baltimore Orioles	Cleveland Indians	K. Gausman (R)	T. Bauer (R)	5.51000022888184	3.8199999332428
202	2017-09-08 19:10:00.000	1	20	20	20	Cincinnati Reds	New York Mets	A. Wojciechowski (R)	C. Flexen (R)	8.68000030517578	4.23999977111816
203	2017-09-08 19:35:00.000	1	20	20	20	Miami Marlins	Atlanta Braves	J. Urena (R)	R. Dickey (R)	4.05000019073486	3.67000007629395
204	2017-09-08 20:05:00.000	1	20	20	20	New York Yankees	Texas Rangers	L. Severino (R)	A. Griffin (R)	2.3199999332428	5.8899998664856
205	2017-09-08 20:10:00.000	1	20	20	20	San Francisco Giants	Chicago White Sox	J. Samardzija (R)	J. Shields (R)	5.05000019073486	5.90999984741211
206	2017-09-08 20:15:00.000	1	20	20	20	Minnesota Twins	Kansas City Royals	E. Santana (R)	I. Kennedy (R)	2.48000001907349	5.96999979019165
207	2017-09-08 20:15:00.000	1	20	20	20	Pittsburgh Pirates	St. Louis Cardinals	T. Williams (R)	A. Wainwright (R)	4.84999990463257	3.07999992370605
208	2017-09-08 21:40:00.000	1	20	20	20	San Diego Padres	Arizona Diamondbacks	L. Perdomo (R)	P. Corbin (L)	4.73000001907349	2.86999988555908
209	2017-09-08 22:05:00.000	1	20	20	20	Houston Astros	Oakland Athletics	C. Morton (R)	K. Graveman (R)	4.19000005722046	2.97000002861023
210	2017-09-08 22:10:00.000	1	20	20	20	Los Angeles Angels	Seattle Mariners	R. Nolasco (R)	A. Albers (L)	5.19999980926514	1.79999995231628
211	2017-09-08 22:10:00.000	1	20	20	20	Colorado Rockies	Los Angeles Dodgers	A. Senzatela (R)	H. Ryu (L)	4.32999992370605	3.69000005722046
212	2017-09-09 13:05:00.000	1	20	20	20	Baltimore Orioles	Cleveland Indians	C. Tillman (R)	R. Merritt (L)	11.8599996566772	0
213	2017-09-09 13:05:00.000	1	20	20	20	New York Yankees	Texas Rangers	J. Garcia (L)	A. Cashner (R)	5.94000005722046	2.33999991416931
214	2017-09-09 16:05:00.000	1	20	20	20	Milwaukee Brewers	Chicago Cubs	C. Anderson (R)	J. Quintana (L)	3.59999990463257	4.90999984741211
215	2017-09-09 16:05:00.000	1	20	20	20	Houston Astros	Oakland Athletics	M. Fiers (R)	S. Manaea (L)	5.07999992370605	4.67999982833862
216	2017-09-09 16:07:00.000	1	20	20	20	Detroit Tigers	Toronto Blue Jays	M. Fulmer (R)	T. Koehler (R)	3.88000011444092	0
217	2017-09-09 19:05:00.000	1	20	20	20	Philadelphia Phillies	Washington Nationals	J. Eickhoff (R)	M. Scherzer (R)	4.92999982833862	2.76999998092651
218	2017-09-09 19:10:00.000	1	20	20	20	Tampa Bay Rays	Boston Red Sox	A. Pruitt (R)	C. Sale (L)	5.65000009536743	3.02999997138977
219	2017-09-09 19:10:00.000	1	20	20	20	San Francisco Giants	Chicago White Sox	M. Moore (L)	D. Holland (L)	6.71000003814697	5.59999990463257
220	2017-09-09 19:10:00.000	1	20	20	20	Miami Marlins	Atlanta Braves	J. Nicolino (L)	J. Teheran (R)	9.52999973297119	6.98000001907349
221	2017-09-09 19:10:00.000	1	20	20	20	Cincinnati Reds	New York Mets	S. Romano (R)	R. Montero (R)	4.3899998664856	5.8899998664856
222	2017-09-09 19:15:00.000	1	20	20	20	Minnesota Twins	Kansas City Royals	J. Berrios (R)	J. Junis (R)	5.13000011444092	4.6399998664856
223	2017-09-09 19:15:00.000	1	20	20	20	Pittsburgh Pirates	St. Louis Cardinals	C. Kuhl (R)	C. Martinez (R)	4.15999984741211	3.35999989509583
224	2017-09-09 19:30:00.000	1	20	20	20	Houston Astros	Oakland Athletics	D. Keuchel (L)	J. Cotton (R)	3.61999988555908	7.71000003814697
225	2017-09-09 20:10:00.000	1	20	20	20	San Diego Padres	Arizona Diamondbacks	T. Wood (L)	Z. Godley (R)	8.10000038146973	3.22000002861023
226	2017-09-09 21:10:00.000	1	20	20	20	Los Angeles Angels	Seattle Mariners	A. Heaney (L)	M. Gonzales (L)	9	5.19000005722046
227	2017-09-09 21:10:00.000	1	20	20	20	Colorado Rockies	Los Angeles Dodgers	G. Marquez (R)	K. Maeda (R)	3.95000004768372	3.1800000667572
